sample_id,ambiguous_question,annotation_id,long_answer,knowledge,wikipages,qa_pair_id,sub_question,short_answers
1134137436027221870,Who forged the ring in lord of the rings?,0,"The One ring in The Lord of the Rings was forged by the Dark Lord Sauron, played by Sala Baker and Alan Howard in the films. The three rings for the Elves, the nine rings for men and the seven rings for the Dwarves was forged by Celebrimbor and Elven Smiths.","The Rings of Power were forged by the Elven-smiths of the Noldorin settlement of Eregion
The smiths were led by Celebrimbor, the grandson of Fëanor, the greatest craftsman of the Noldor, working with Dwarves from Khazad-dûm (Moria) led by his friend Narvi.","The Lord of the Rings: https://en.wikipedia.org/wiki/The%20Lord%20of%20the%20Rings
Rings of Power: https://en.wikipedia.org/wiki/Rings%20of%20Power
The Lord of the Rings (film series): https://en.wikipedia.org/wiki/The%20Lord%20of%20the%20Rings%20%28film%20series%29
Alan Howard: https://en.wikipedia.org/wiki/Alan%20Howard
One Ring: https://en.wikipedia.org/wiki/One%20Ring",0,Who forged the One ring in The Lord of the Rings?,Sauron
2771414991157063420,When did construction start on the sydney harbour bridge?,0,Construction of the sydney harbour bridge started on 28 July 1923 but construction of the Arch did not begin until 26 October 1928.,"The official ceremony to mark the ""turning of the first sod"" occurred on 28 July 1923, on the spot at Milsons Point on the north shore where two workshops to assist in building the bridge were to be constructed.",Sydney Harbour Bridge: https://en.wikipedia.org/wiki/Sydney%20Harbour%20Bridge,1,When did construction of the Arch start on the sydney harbour bridge?,26 October 1928
-2221108776260359894,Who played brad carlton on young and the restless?,1,"The Young and the Restless is an American television soap opera created by William J. Bell and Lee Phillip Bell for CBS. Brad Carlton is a fictional character from the CBS soap opera The Young and the Restless, portrayed by Don Diamont. In 1993, the role was temporarily recast to Russell Todd.",The Young and the Restless (often abbreviated as Y&R) is an American television soap opera created by William J. Bell and Lee Phillip Bell for CBS.,"Brad Carlton: https://en.wikipedia.org/wiki/Brad%20Carlton
Russell Todd: https://en.wikipedia.org/wiki/Russell%20Todd
The Young and the Restless: https://en.wikipedia.org/wiki/The%20Young%20and%20the%20Restless",0,Who was the main actor that played Brad Carlton on Young and the Restless?|Who played brad carlton on young and the restless regularly?,Don Diamont
-7293236077665799464,When was the this is it tour supposed to start?,1,"Michael Jackson's This Is It tour was originally supposed to start at London's O2 Arena on July 8, 2009, and after the first delay, it was supposed to start on July 13, 2009. AEG Live said the delay was necessary because more time was needed for dress rehearsals.","This Is It was a planned concert residency by American pop singer Michael Jackson, scheduled to take place at the O2 Arena, in London, between July 13, 2009 and March 6, 2010.
AEG Live said that the delay was necessary because more time was needed for dress rehearsals.",This Is It (concert residency): https://en.wikipedia.org/wiki/This%20Is%20It%20%28concert%20residency%29,1,When was the this is it tour supposed to start after the first delay?,"July 13, 2009"
4653868131958586810,What is the meaning of nat in networking?,0,"Network address translation, or NAT, is a method of remapping one IP address space into another by modifying network address information in the IP header of packets while they are in transit across a traffic routing device. The technique was originally used to avoid the need to assign a new address to every host when a network was moved, or when the upstream Internet service provider was replaced, but could not route the networks address space.","Network address translation (NAT) is a method of mapping an IP address space into another by modifying network address information in the IP header of packets while they are in transit across a traffic routing device.[1] The technique was originally used to avoid the need to assign a new address to every host when a network was moved, or when the upstream Internet service provider was replaced, but could not route the networks address space.",Network address translation: https://en.wikipedia.org/wiki/Network%20address%20translation,0,What is the meaning of nat in networking as full form?,Network address translation
-4929126693046447466,What is the name of bangalore city railway station?,0,"South Bangalore City railway station, officially Krantivira Sangolli Rayanna Benguluru Rilway Station also known as Bengaluru City railway station is the main railway station serving the city of Bangalore, Karnataka, India.","Bangalore City Railway Station, officially Krantivira Sangolli Rayanna (Bengaluru Station), also known as Bengaluru City railway station (2014–2016),[1] (station code: SBC[2]) is the main railway station serving the city of Bangalore, Karnataka, India.",Bangalore City railway station: https://en.wikipedia.org/wiki/Bangalore%20City%20railway%20station,0,What is the new name of bangalore city railway station?,"Krantivira Sangolli Rayanna Bengaluru Railway Station, Bengaluru City railway station"
-3587852235107899284,Who sings the song you got to keep your head up?,0,"The song title ""Keep Your Head Up"" has been used by various musicians. In 1993, American rapper 2Pac released a song called Keep Ya Head Up. The British girl group Girls Can't Catch released a song with the same title on July 30, 2009. The British singer-songwriter Ben Howard released a song called Keep Your Head Up on August 26, 2011 and American recording artist Andy Grammer first released a song with this same title on February 24, 2011. ","""Keep Your Head Up"" is the debut single by American recording artist Andy Grammer from his eponymous debut studio album ""Andy Grammer"" (2011).
The song was first released February 24, 2011 as the album's lead single.
""Keep Your Head Up"" is a song by British singer-songwriter Ben Howard from his debut studio album ""Every Kingdom"".
 It was released as a single in the United Kingdom on 26 August 2011 as a digital download.
""Keep Your Head Up is the debut single by British girl group Girls Can't Catch. 
It was released on 30 July 2009, and entered the UK Singles Chart at number 26. 
""Keep Ya Head Up"" is a 1993 hit single by 2Pac. 
Tupac Amaru Shakur (/ˈtuːpɑːk ʃəˈkʊər/ TOO-pahk shə-KOOR; born Lesane Parish Crooks, June 16, 1971 – September 13, 1996), better known by his stage name 2Pac and by his alias Makaveli, was an American rapper, songwriter, and actor.","Keep Ya Head Up: https://en.wikipedia.org/wiki/Keep%20Ya%20Head%20Up
Keep Your Head Up (Ben Howard song): https://en.wikipedia.org/wiki/Keep%20Your%20Head%20Up%20%28Ben%20Howard%20song%29
Keep Your Head Up (Girls Can't Catch song): https://en.wikipedia.org/wiki/Keep%20Your%20Head%20Up%20%28Girls%20Can%27t%20Catch%20song%29
Keep Your Head Up (Andy Grammer song): https://en.wikipedia.org/wiki/Keep%20Your%20Head%20Up%20%28Andy%20Grammer%20song%29",3,Who sings the song Keep Ya Head Up?,"2pac, Tupac, Tupac Amaru Shakur, Lesane Parish Crooks, Makaveli"
3203369276372440204,When did new south wales last win the state of origin?,1,"A State of Origin competition is a type of sporting event between players representing their state or territory, popularised by the rugby league State of Origin series. The New South Wales rugby league team has represented the Australian state of New South Wales in rugby league football since the sport's beginnings there in 1907. The team competes in the annual State of Origin series against neighbouring state, the Queensland rugby league team. New South Wales won the State of Origin on June 17, 2015, July 13, 2016 and May 31, 2017.","A State of Origin competition is a type of sporting event between players representing their state or territory, popularised by the rugby league State of Origin series.
The New South Wales rugby league team has represented the Australian state of New South Wales in rugby league football since the sport's beginnings there in 1907.
Also known as the Blues due to their sky blue jerseys, the team competes in the annual State of Origin series against neighbouring state, the Queensland rugby league team.",State of Origin results and statistics: https://en.wikipedia.org/wiki/State%20of%20Origin%20results%20and%20statistics,0,When did new south wales last win the state of origin as of the end of 2017?,"May 31, 2017"
941064240300059394,When did the byzantine empire start to decline?,1,"The Byzantine Empire experienced several cycles of growth and decay over the course of nearly a thousand years, including major losses during the Arab conquests of the 7th century. However, modern historians generally agree that the start of the empire's final decline began in the 11th century.",[NO_KNOWLEDGE_AVAILABLE],Decline of the Byzantine Empire: https://en.wikipedia.org/wiki/Decline%20of%20the%20Byzantine%20Empire,3,When did the byzantine empire final start to decline?,11th century
-7368635515365513931,What's the famous street in new orleans?,0,"There are two historically famous streets in the city of New Orleans. Bourbon Street is a street in the heart of the French Quarter of New Orleans. Extending thirteen blocks from Canal Street to Esplanade Avenue, Bourbon Street is famous for its many bars and strip clubs. Canal Street is a major thoroughfare in the city of New Orleans. Forming the upriver boundary of the city's oldest neighborhood, the French Quarter or Vieux Carré, it served historically as the dividing line between the colonial-era (18th-century) city and the newer American Sector, today's Central Business District.",[NO_KNOWLEDGE_AVAILABLE],"New Orleans: https://en.wikipedia.org/wiki/New%20Orleans
Bourbon Street: https://en.wikipedia.org/wiki/Bourbon%20Street
List of streets of New Orleans: https://en.wikipedia.org/wiki/List%20of%20streets%20of%20New%20Orleans
Canal Street, New Orleans: https://en.wikipedia.org/wiki/Canal%20Street%2C%20New%20Orleans",1,What's the famous street in new orleans dividing 18th century city and newer business district?,Canal Street
5278020544239312824,Who said the power of the pen is mightier than the sword?,1,"Edward Bulwer-Lytton, 1st Baron Lytton, PC was an English writer and politician. He coined famous phrases like ""the great unwashed"", ""pursuit of the almighty dollar"", ""the pen is mightier than the sword"", ""dweller on the threshold"", and the opening phrase ""It was a dark and stormy night."" Assyrian sage Ahiqar, who reputedly lived during the early 7th century BCE, coined the first known version of this phrase, ""The word is mightier than the sword"". ","Edward George Earle Lytton Bulwer-Lytton, 1st Baron Lytton, PC (25 May 1803 – 18 January 1873) was an English writer and politician.
He coined famous phrases like ""the great unwashed"", ""pursuit of the almighty dollar"", ""the pen is mightier than the sword"", ""dweller on the threshold"", and the opening phrase ""It was a dark and stormy night.""","Edward Bulwer-Lytton: https://en.wikipedia.org/wiki/Edward%20Bulwer-Lytton
The pen is mightier than the sword: https://en.wikipedia.org/wiki/The%20pen%20is%20mightier%20than%20the%20sword",1,Who first said a phrase similar the power of the pen is mightier than the sword?,Ahiqar
2672878621544629523,When does season 2 of jessica jones start on netflix?,0,"The second season of the Netflix series, Jessica Jones, started filming on the week of April 3, 2017. It aired on the streaming platform on March 8, 2018.","Marvel's Jessica Jones, or simply Jessica Jones, is an American television series created by Melissa Rosenberg for the streaming service Netflix, based on the Marvel Comics character of the same name.
Netflix, Inc. is an American over-the-top content platform and production company headquartered in Los Gatos, California...The company's primary business is a subscription-based streaming service offering online streaming from a library of films and television series, including those produced in-house.","Jessica Jones: https://en.wikipedia.org/wiki/Jessica%20Jones
Jessica Jones (season 2): https://en.wikipedia.org/wiki/Jessica%20Jones%20%28season%202%29",0,When does season 2 of jessica jones start airing on netflix?,"March 8, 2018"
-17314878580916020,Who sings school's out for the summer?,1,"Several have sung ""school's out for the summer,"" including singer Alice Cooper, who sang it in 1972, and actor Mark Salling, who sang it in 2012 in the television series Glee by performing. The song School's Out was first recorded as the title track of Cooper's fifth album and released on April 26, 1972.","Alice Cooper (born Vincent Damon Furnier, February 4, 1948)[1] is an American singer, songwriter, and actor whose career spans over 50 years.
""School's Out"" is a song first recorded as the title track of Alice Cooper's fifth album. It was released as the album's second single on April 26, 1972.
Mark Salling (/ˈsɔːlɪŋ/; August 17, 1982 – January 30, 2018)[1][2] was an American actor known for his role as Noah ""Puck"" Puckerman on the television series Glee.","Alice Cooper: https://en.wikipedia.org/wiki/Alice%20Cooper
School's Out (song): https://en.wikipedia.org/wiki/School%27s%20Out%20%28song%29",1,Who sings school's out for the summer in Glee 2012 by performing?,"Mark Wayne Salling, Mark Salling"
4045119776574518570,Age 21 became the uniform legal drinking age across the us in?,0,"On July 17, 1984, the United States Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession of alcoholic beverages to 21 by October 1986 or lose 10% of their federal highway funds.","In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds.
The National Minimum Drinking Age Act of 1984 (23 U.S.C. § 158) was passed by the United States Congress and was later signed into law by President Ronald Reagan on July 17, 1984.
The act would punish any state that allowed persons under 21 years to purchase alcoholic beverages by reducing its annual federal highway apportionment by 10 percent. ",National Minimum Drinking Age Act: https://en.wikipedia.org/wiki/National%20Minimum%20Drinking%20Age%20Act,1,"Age 21 became the legal drinking age across the US, requiring states to officially have their drinking ages raised to 21 by when?",October 1986
-5366101085446253209,Where is the danube river located in europe?,0,"The Danube river is the second longest river in Europe, running through Central and Eastern Europe. Starting in Germany the river flows through Austria, Slovakia, Hungary, Croatia, Serbia, Romania, Bulgaria, Moldova and Ukraine before draining into the Black Sea. The river flows through many cities including Pančevo, Drobeta-Turnu Severin, Bratislava, Ruse, Novi Sad, Ulm, Vienna, Zemun, Vidin, Regensburg, Ingolstadt, Linz, Győr, Dunaújváros, Smederevo, Izmail, Belgrade, Apatin, Galați, Vukovar and Budapest.","The Danube (/ˈdæn.juːb/ DAN-yoob; known by various names in other languages) is the second-longest river in Europe, after the Volga in Russia.",Danube: https://en.wikipedia.org/wiki/Danube,2,What cities is the danube river located in europe?,"Pančevo, Drobeta-Turnu Severin, Bratislava, Ruse, Novi Sad, Ulm, Vienna, Zemun, Vidin, Regensburg, Ingolstadt, Linz, Győr, Dunaújváros, Smederevo, Izmail, Belgrade, Apatin, Galați, Vukovar, Budapest"
9196916511658554228,Greenland is the largest island in the world in which continent it is situated?,1,"Greenland is the world's largest island, located between the Arctic and Atlantic oceans, east of the Canadian Arctic Archipelago, and it is physiographically a part of the continent of North America. Politically and culturally Greenland is associated with Europe, specifically Norway and Denmark, the colonial powers, as well as the island of Iceland, for more than a millennium, beginning in 986. The majority of its residents are Inuit, whose ancestors migrated from Alaska through Northern Canada, gradually settling across the island by the 13th century.","Though physiographically a part of the continent of North America, Greenland has been politically and culturally associated with Europe (specifically Norway and Denmark, the colonial powers) for more than a millennium, beginning in 986.",Greenland: https://en.wikipedia.org/wiki/Greenland,3,"which continent is Greenland, largest island in the world situated physiographically?",North America
-4403363030425051444,Who is the chief judge of allahabad high court?,0,"The Allahabad High Court is the high court that has jurisdiction over the Indian state of Uttar Pradesh. Since November 14, 2018, the chief judge of the court has been Justice Govind Mathur. The Justices before him have been Dilip Babasaheb Bhosale from 30 July 2016 to 23 October 2018 and Dhananjaya Y. Chandrachud from 31 October 2013 to 12 May 2016. Shiva Kirti Singh was the chief justice in 2013.","The Allahabad High Court, also known as High Court of Judicature at Allahabad is the high court based in Allahabad (Prayagraj) that has jurisdiction over the Indian state of Uttar Pradesh.",Allahabad High Court: https://en.wikipedia.org/wiki/Allahabad%20High%20Court,3,Who is the chief judge of allahabad high court in 2017?,Dilip Babasaheb Bhosale
-3063227472615822245,When was the last person executed in canada?,1,"In Canada, the last public execution was in 1862, while the last execution was in 1962. The last person publicly executed in Canada, Nicholas Melady Jr., was executed by hanging on December 7, 1869. The last two people executed in Canada, Ronald Turpin and Arthur Lucas, were executed by hanging at 12:02 am on December 11, 1962.","Nicholas Melady Jr. (1845 – December 7, 1869) was the last person to be publicly executed in Canada.
Lucas, along with fellow prisoner Ronald Turpin, was executed at the Toronto (Don) Jail by hanging,[2] the only form of civilian capital punishment ever used in post-Confederation Canada, although the military employed execution by firing squad.","Nicholas Melady: https://en.wikipedia.org/wiki/Nicholas%20Melady
Capital punishment in Canada: https://en.wikipedia.org/wiki/Capital%20punishment%20in%20Canada",0,When was the last person publicly executed in canada?,"December 7, 1869"
-1350695641738974202,Who won the nba finals in the last four years?,1,"The NBA Finals is the annual championship series of the National Basketball Association (NBA). The Eastern and Western conference champions play a best-of-seven game series to determine the league champion. The team that wins the series is awarded the Larry O'Brien Championship Trophy, which replaced the Walter A. Brown Trophy in 1983. The Golden State Warriors won the 2015 NBA Finals, the Cleveland Cavaliers won the 2016 NBA Finals, and the Golden State Warriors won the 2017 NBA Finals.","The NBA Finals is the annual championship series of the National Basketball Association (NBA). The Eastern and Western conference champions play a best-of-seven game series to determine the league champion. The team that wins the series is awarded the Larry O'Brien Championship Trophy, which replaced the Walter A. Brown Trophy in 1983.","Cleveland Cavaliers: https://en.wikipedia.org/wiki/Cleveland%20Cavaliers
List of NBA champions: https://en.wikipedia.org/wiki/List%20of%20NBA%20champions
2017 NBA Finals: https://en.wikipedia.org/wiki/2017%20NBA%20Finals",4,Who won the nba finals in 2016?,"Cavs, Cleveland Cavaliers"
1881557756014042153,When does tell me a story air on cbs?,0,"Tell Me a Story is an American psychological thriller web television anthology series, based on the Spanish television series ""Cuéntame un Cuento.” It premiered on October 31, 2018, on CBS All Access. The final episode of season 1 was on January 3, 2019. A second season was announced shortly before the first season ended. The second season premiered on December 5, 2019 and the final episode was on February 6, 2020.","A second season was announced shortly before the first season ended, which premiered on December 5, 2019, and concluded on February 6, 2020, after another set of 10 episodes. ",Tell Me a Story (TV series): https://en.wikipedia.org/wiki/Tell%20Me%20a%20Story%20%28TV%20series%29,3,When does the final episode in season 2 of Tell Me a Story air on CBS All Access?,"February 6, 2020"
8793099883447006698,When was the first apple i phone made?,0,"The iPhone beta was created in 2004 to test the commands of the Apple team, and while technically may have been the first iPhone ever created, it was never released to the public, so this beta was not considered the true first iPhone. After some trial and error, the first iPhone was officially launched and made accessible to the public on June 29, 2007.","The iPhone was released in the United States on June 29, 2007 at the price of $499 for the 4 GB model and $599 for the 8 GB model, both requiring a 2-year contract.[12] ","iPhone (1st generation): https://en.wikipedia.org/wiki/iPhone%20%281st%20generation%29
History of iPhone: https://en.wikipedia.org/wiki/History%20of%20iPhone
iPhone: https://en.wikipedia.org/wiki/iPhone",3,When was the first apple i phone beta made?,2004.
2834441725435138328,When is the new christopher robin coming out?,0,"Christopher Robin is a 2018 American live-action/animated fantasy comedy-drama film inspired by the popular Winnie the Pooh children's books. Christopher Robin premiered in Burbank, California on July 30, 2018 and came out in the rest of the United States on August 3, 2018.","Christopher Robin is a 2018 American live-action/animated fantasy comedy-drama film directed by Marc Forster and written by Alex Ross Perry, Tom McCarthy, and Allison Schroeder, from a story by Greg Brooker and Mark Steven Johnson. The film is inspired by A. A. Milne and E. H. Shepard's Winnie-the-Pooh children's books[6] and is a live-action/CGI follow-up of the Disney franchise of the same name.","Christopher Robin: https://en.wikipedia.org/wiki/Christopher%20Robin
Christopher Robin (film): https://en.wikipedia.org/wiki/Christopher%20Robin%20%28film%29",0,When did the new Christopher Robin come out in Burbank?,"July 30, 2018"
-5144857012337911560,What is the most played song ever on spotify?,1,"As of August 2021, Ed Sheeran's ""Shape of You"" is the most streamed song on Spotify with over 2 billion streams. 7 Rings by by American singer Ariana Grande, from her fifth studio album Thank U, Next, is the most played song for a single week, and a Christmas song by Mariah Carey ""All I Want for Christmas Is You"" is the most played song on a single day. ","As of August 2021, all of the top 100 songs have exceeded 1 billion streams, of which eight have reached 2 billion streams, with Ed sheeran's ""Shape of you"" ranked in the top position.
""All I Want for Christmas Is You"" is a Christmas song by American singer-songwriter Mariah Carey. ","7 Rings: https://en.wikipedia.org/wiki/7%20Rings
List of most-streamed artists on Spotify: https://en.wikipedia.org/wiki/List%20of%20most-streamed%20artists%20on%20Spotify
List of most-streamed songs on Spotify: https://en.wikipedia.org/wiki/List%20of%20most-streamed%20songs%20on%20Spotify
All I Want for Christmas Is You: https://en.wikipedia.org/wiki/All%20I%20Want%20for%20Christmas%20Is%20You",2,What is the most played song ever on spotify in a single day?,All I Want for Christmas is You
139599631968821342,Who is the narrator in the grinch movie?,1,"There are several ""Grinch"" movies. The 1966 American animated television special ""How the Grinch Stole Christmas!"" featured Boris Karloff as the narrator. Pharrell Williams narrated the 2018 American computer-animated Christmas fantasy film named ""The Grinch"". The 2000 ""How the Grinch Stole Christmas"" was an American Christmas fantasy comedy film that featured Anthony Hopkins as the narrator.","How the Grinch Stole Christmas! (also known as Dr. Seuss' How the Grinch Stole Christmas!) is a 1966 American animated television special, directed and co-produced by Chuck Jones.
The Grinch (also known as Dr. Seuss' The Grinch) is a 2018 American computer-animated Christmas fantasy film produced by Illumination and distributed by Universal Pictures.","How the Grinch Stole Christmas (disambiguation): https://en.wikipedia.org/wiki/How%20the%20Grinch%20Stole%20Christmas%20%28disambiguation%29
How the Grinch Stole Christmas! (TV special): https://en.wikipedia.org/wiki/How%20the%20Grinch%20Stole%20Christmas%21%20%28TV%20special%29
How the Grinch Stole Christmas (2000 film): https://en.wikipedia.org/wiki/How%20the%20Grinch%20Stole%20Christmas%20%282000%20film%29
The Grinch (film): https://en.wikipedia.org/wiki/The%20Grinch%20%28film%29",0,Who is the narrator in the grinch 2018 movie?,"Pharrell Williams, Pharrell Lanscilo Williams"
-6082358069944180451,Who won the men's french open title?,1,"The French Open is an annual tennis tournament held over two weeks in May and June. The French Open is one of the four Grand Slam tournaments played each year, the other three being the Australian Open, Wimbledon, and the US Open. In 2015, Stan Wawrinka won the singles men's French Open title and Ivan Dodig and Marcelo Melo won the doubles title. In 2016, Novak Djokovic won the singles men's French Open title and Marc López and Feliciano López won the doubles title. In 2017, Rafael Nadal won the singles men's French Open title and Ryan Harrison and Michael Venus won the doubles title.","The French Open, also known as Roland-Garros, is an annual tennis tournament held over two weeks in May and June. Established in 1891 and played since 1928 on outdoor red clay courts at the Stade Roland Garros in Paris, France,[1] the French Open is (since 1925) one of the four Grand Slam tournaments played each year, the other three being the Australian Open, Wimbledon, and the US Open.","French Open: https://en.wikipedia.org/wiki/French%20Open
List of French Open men's singles champions: https://en.wikipedia.org/wiki/List%20of%20French%20Open%20men%27s%20singles%20champions
List of French Open men's doubles champions: https://en.wikipedia.org/wiki/List%20of%20French%20Open%20men%27s%20doubles%20champions",0,Who won the singles men's French Open title in 2017?,Rafael Nadal
-1763300345435461044,Who thought atoms and the void comprised all of reality?,0,"The ancient Greek philosopher, Leucippus, is thought to have developed the theory of atomism—the idea that everything is composed entirely of various imperishable, indivisible elements called atoms. Democritus studied under Leucippus and is well known for his formulation of an atomic theory. Another philosopher of the time, was Epicurus. He was greatly influenced by Democritus. Together, the three proposed the earliest views on the shapes and connectivity of atoms.","In the 5th century BCE, Leucippus and his pupil Democritus proposed that all matter was composed of small indivisible particles called atoms.
Democritus (/dɪˈmɒkrɪtəs/; Greek: Δημόκριτος, Dēmókritos, meaning ""chosen of the people""; c. 460 – c. 370 BC) was an Ancient Greek pre-Socratic philosopher primarily remembered today for his formulation of an atomic theory of the universe.[3]
Leucippus, the founder of atomism, was the greatest influence upon him.
Leucippus (/luːˈsɪpəs/; Greek: Λεύκιππος, Leúkippos; fl. 5th century BCE) is reported in some ancient sources to have been a philosopher who was the earliest Greek to develop the theory of atomism—the idea that everything is composed entirely of various imperishable, indivisible elements called atoms.
Democritus, along with Leucippus and Epicurus, proposed the earliest views on the shapes and connectivity of atoms.
Epicurus[a] (341–270 BC) was an ancient Greek philosopher and sage who founded Epicureanism, a highly influential school of philosophy. He was born on the Greek island of Samos to Athenian parents. Influenced by Democritus, Aristippus, Pyrrho,[3] and possibly the Cynics, he turned against the Platonism of his day and established his own school, known as ""the Garden"", in Athens. ",Atomism: https://en.wikipedia.org/wiki/Atomism,3,Who is the pupil thought atoms and the void comprised all of reality?,Democritus
-6124593249503632156,When did under god added to pledge of allegiance?,1,"The Pledge of Allegiance of the United States is an expression of allegiance to the flag of the United States and the republic of the United States of America. The form of the pledge used today was largely devised by Francis Bellamy in 1892, and formally adopted by Congress as the pledge 50 years later, in 1942. The official name of The Pledge of Allegiance was adopted in 1945. On February 8, 1954, a bill was introduced to add ""under God"". The legislation passed, and on Flag Day, June 14, 1954 ""under God"" was added.","The Pledge of Allegiance of the United States is an expression of allegiance to the flag of the United States and the republic of the United States of America. 
The form of the pledge used today was largely devised by Francis Bellamy in 1892, and formally adopted by Congress as the pledge 50 years later, in 1942.[7] The official name of The Pledge of Allegiance was adopted in 1945. The most recent alteration of its wording came on Flag Day (June 14) in 1954, when the words ""under God"" were added.[8]",Pledge of Allegiance: https://en.wikipedia.org/wiki/Pledge%20of%20Allegiance,0,"When was the bill introduced for ""under God"" to be added to the Pledge of Allegiance?","February 8, 1954"
7496793371054724086,Who plays michael on new will and grace?,1,"Chris Potter played Michael on Will and Grace on seasons prior to Season 9, and Cheyenne Jackson played Michael on the new Will and Grace from Season 9 on. The show was broadcast on NBC from September 21, 1998, to May 18, 2006, for a total of eight seasons and returned to NBC on September 28, 2017. Jackson is an American actor and singer, and Potter is a Canadian actor, director, musician, and pitchman.","Cheyenne David Jackson (born July 12, 1975)[1] is an American actor and singer.
Christopher Jay Potter (born August 23, 1960) is a Canadian actor, director, musician, and pitchman.
The show was broadcast on NBC from September 21, 1998, to May 18, 2006, for a total of eight seasons, and returned to NBC on September 28, 2017 and ended on April 23, 2020.","Will & Grace: https://en.wikipedia.org/wiki/Will%20%26%20Grace
Cheyenne Jackson: https://en.wikipedia.org/wiki/Cheyenne%20Jackson
The Finale (Will & Grace): https://en.wikipedia.org/wiki/The%20Finale%20%28Will%20%26%20Grace%29
List of Will & Grace characters: https://en.wikipedia.org/wiki/List%20of%20Will%20%26%20Grace%20characters",0,Who plays michael on new will and grace season 9?,"Cheyenne Jackson, Cheyenne David Jackson"
-1684587227477882737,Who are the kane county cougars affiliated with?,0,"The Kane County Cougars are a baseball team located in Geneva, Illinois and are members of the American Association of Professional Baseball, an official Partner League of Major League Baseball. Their affiliation has changed many times throughout the years. They were affiliated with the Baltimore Orioles in 1991 and 1992, with the Florida Marlins from 1993 to 2002, the Oakland Athletics from 2003 until 2010, the Kansas City Royals for the 2011 and 2012 seasons, and the Chicago Cubs for the 2013 and 2014 seasons before affiliating with the Arizona Diamondbacks in 2015.","The Kane County Cougars are a baseball team located in Geneva, Illinois and are members of the American Association of Professional Baseball, an official Partner League of Major League Baseball.[1]",Kane County Cougars: https://en.wikipedia.org/wiki/Kane%20County%20Cougars,1,Who were the Kane County Cougars affiliated with from 1993-2002?,Florida Marlins
-6211863698115989244,Who wrote the song i'm not going to miss you?,1,"Glen Campbell and Julian Raymond wrote the song I'm Not Gonna Miss You. Campbell, an American country music artist, also sang the song and recorded it with The Wrecking Crew. Raymond, an American songwriter and music producer, also produced the song.","""I'm Not Gonna Miss You"" is a song recorded by American country music artist Glen Campbell and The Wrecking Crew.
Julian Raymond is an American songwriter and music producer.",I'm Not Gonna Miss You: https://en.wikipedia.org/wiki/I%27m%20Not%20Gonna%20Miss%20You,1,Who wrote and produced the song i'm not going to miss you?,Julian Raymond
1136737116280488714,Who was the murderer in the movie in the heat of the night?,0,"Ralph, played by Anthony James, was the murderer in the movie In the Heat of the Night.",[NO_KNOWLEDGE_AVAILABLE],"In the Heat of the Night (film): https://en.wikipedia.org/wiki/In%20the%20Heat%20of%20the%20Night%20%28film%29
In the Heat of the Night: https://en.wikipedia.org/wiki/In%20the%20Heat%20of%20the%20Night",2,Which character was the murderer in the movie in the heat of the night?,Ralph
-119069581933917963,How much does it cost to raise the costa concordia?,0,"The Costa Concordia was a cruise ship operated by Costa Crociere that ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany on January 13, 2012. The initial estimated cost was $300 Million USD, but ended up costing $1.2 Billion USD. The total cost due to victims' compensation, refloating, towing and scrapping costs made the grand total $2 Billion USD.","Costa Concordia (Italian pronunciation: [ˈkɔsta konˈkɔrdja]) was a cruise ship operated by Costa Crociere. 
On 13 January 2012, the Italian cruise ship Costa Concordia ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany, resulting in 32 deaths.","Costa Concordia: https://en.wikipedia.org/wiki/Costa%20Concordia
Costa Concordia disaster: https://en.wikipedia.org/wiki/Costa%20Concordia%20disaster",1,What was the initial estimated cost to salvage the Italian cruise ship 'Costa Concordia'?,$300 Million USD
8267019542652470869,Who wrote the music for how to train your dragon?,1,"How to Train Your Dragon is a 2010 American computer-animated action fantasy film loosely based on the 2003 book of the same name by Cressida Cowell, produced by DreamWorks Animation and distributed by Paramount Pictures. John Powell returned to DreamWorks Animation to score How to Train Your Dragon, making it his sixth collaboration with the studio. Additionally, Icelandic singer Jón Þór ""Jónsi"" Birgisson wrote and performed the song ""Sticks & Stones"" for the film.","How to Train Your Dragon is a 2010 American computer-animated action fantasy film loosely based on the 2003 book of the same name by Cressida Cowell, produced by DreamWorks Animation and distributed by Paramount Pictures.","How to Train Your Dragon (film): https://en.wikipedia.org/wiki/How%20to%20Train%20Your%20Dragon%20%28film%29
How to Train Your Dragon: https://en.wikipedia.org/wiki/How%20to%20Train%20Your%20Dragon",0,Who scored the music for How to Train Your Dragon?,John Powell
